uf;municipio;evento;data_referencia;agente;arma;faixa_etaria;feminino;masculino;nao_informado;total_vitima;total;total_peso;abrangencia;formulario
SP;IGARATÁ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IGUAPE;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ILHA COMPRIDA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ILHA SOLTEIRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ILHABELA;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;INDAIATUBA;Suicídio;01/03/25;;;;1;2;0;3;;;Estadual;Formulário 1
SP;INDIANA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;INDIAPORÃ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;INÚBIA PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IPAUSSU;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IPERÓ;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;IPEÚNA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IPIGUÁ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IPORANGA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IPUÃ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IRACEMÁPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IRAPUÃ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IRAPURU;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITABERÁ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAÍ;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;ITAJOBI;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAJU;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITANHAÉM;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;ITAOCA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPECERICA DA SERRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPETININGA;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;ITAPEVA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPEVI;Suicídio;01/03/25;;;;2;0;0;2;;;Estadual;Formulário 1
SP;ITAPIRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPIRAPUÃ PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITÁPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPORANGA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPUÍ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPURA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAQUAQUECETUBA;Suicídio;01/03/25;;;;1;1;0;2;;;Estadual;Formulário 1
SP;ITARARÉ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITARIRI;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITATIBA;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;ITATINGA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITIRAPINA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITIRAPUÃ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITOBI;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITU;Suicídio;01/03/25;;;;1;1;0;2;;;Estadual;Formulário 1
SP;ITUPEVA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITUVERAVA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JABORANDI;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JABOTICABAL;Suicídio;01/03/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;JACAREÍ;Suicídio;01/03/25;;;;1;2;0;3;;;Estadual;Formulário 1
SP;JACI;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JACUPIRANGA;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;JAGUARIÚNA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JALES;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JAMBEIRO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JANDIRA;Suicídio;01/03/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;JARDINÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JARINU;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JAÚ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JERIQUARA;Suicídio;01/03/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;JOANÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JOÃO RAMALHO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JOSÉ BONIFÁCIO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JÚLIO MESQUITA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUMIRIM;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUNDIAÍ;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;JUNQUEIRÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUQUIÁ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUQUITIBA;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;LAGOINHA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LARANJAL PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LAVÍNIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LAVRINHAS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LEME;Suicídio;01/03/25;;;;1;2;0;3;;;Estadual;Formulário 1
SP;LENÇÓIS PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LIMEIRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LINDÓIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LINS;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;LORENA;Suicídio;01/03/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;LOURDES;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LOUVEIRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUCÉLIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUCIANÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUÍS ANTÔNIO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUIZIÂNIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUPÉRCIO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUTÉCIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MACATUBA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MACAUBAL;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MACEDÔNIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MAGDA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MAIRINQUE;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;MAIRIPORÃ;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;MANDURI;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARABÁ PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARACAÍ;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;MARAPOAMA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARIÁPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARÍLIA;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;MARINÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARTINÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MATÃO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MAUÁ;Suicídio;01/03/25;;;;0;3;0;3;;;Estadual;Formulário 1
SP;MENDONÇA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MERIDIANO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MESÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIGUELÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MINEIROS DO TIETÊ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRA ESTRELA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRACATU;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRANDÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRANTE DO PARANAPANEMA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRASSOL;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRASSOLÂNDIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOCOCA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOGI DAS CRUZES;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;MOGI GUAÇU;Suicídio;01/03/25;;;;0;2;0;2;;;Estadual;Formulário 1
SP;MOGI MIRIM;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOMBUCA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONÇÕES;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONGAGUÁ;Suicídio;01/03/25;;;;1;1;0;2;;;Estadual;Formulário 1
SP;MONTE ALEGRE DO SUL;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE ALTO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE APRAZÍVEL;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;MONTE AZUL PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE CASTELO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE MOR;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTEIRO LOBATO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MORRO AGUDO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MORUNGABA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOTUCA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MURUTINGA DO SUL;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NANTES;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NÃO INFORMADO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NARANDIBA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NATIVIDADE DA SERRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NAZARÉ PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NEVES PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NHANDEARA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NIPOÃ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA ALIANÇA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA CAMPINA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA CANAÃ PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA CASTILHO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA EUROPA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA GRANADA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA GUATAPORANGA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA INDEPENDÊNCIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA LUZITÂNIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA ODESSA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVAIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVO HORIZONTE;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;NUPORANGA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OCAUÇU;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ÓLEO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OLÍMPIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ONDA VERDE;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ORIENTE;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ORINDIÚVA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ORLÂNDIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OSASCO;Suicídio;01/03/25;;;;0;2;0;2;;;Estadual;Formulário 1
SP;OSCAR BRESSANE;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OSVALDO CRUZ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OURINHOS;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;OURO VERDE;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OUROESTE;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PACAEMBU;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALESTINA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALMARES PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALMEIRA D'OESTE;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALMITAL;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PANORAMA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAGUAÇU PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAIBUNA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAÍSO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARANAPANEMA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARANAPUÃ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAPUÃ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARDINHO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARIQUERA-AÇU;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PARISI;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PATROCÍNIO PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULICÉIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULÍNIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULISTÂNIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULO DE FARIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDERNEIRAS;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PEDRA BELA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRANÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDREGULHO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDREIRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRINHAS PAULISTA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRO DE TOLEDO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PENÁPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEREIRA BARRETO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEREIRAS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PERUÍBE;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIACATU;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIEDADE;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PILAR DO SUL;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PINDAMONHANGABA;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PINDORAMA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PINHALZINHO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIQUEROBI;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIQUETE;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRACAIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRACICABA;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PIRAJU;Suicídio;01/03/25;;;;0;2;0;2;;;Estadual;Formulário 1
SP;PIRAJUÍ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRANGI;Suicídio;01/03/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;PIRAPORA DO BOM JESUS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRAPOZINHO;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PIRASSUNUNGA;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PIRATININGA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PITANGUEIRAS;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PLANALTO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PLATINA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POÁ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POLONI;Suicídio;01/03/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;POMPÉIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONGAÍ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONTAL;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PONTALINDA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONTES GESTAL;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POPULINA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PORANGABA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PORTO FELIZ;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PORTO FERREIRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POTIM;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POTIRENDABA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRACINHA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRADÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRAIA GRANDE;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PRATÂNIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE ALVES;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE BERNARDES;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE EPITÁCIO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE PRUDENTE;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE VENCESLAU;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PROMISSÃO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUADRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUATÁ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUEIROZ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUELUZ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUINTANA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RAFARD;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RANCHARIA;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;REDENÇÃO DA SERRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;REGENTE FEIJÓ;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;REGINÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;REGISTRO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RESTINGA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO BONITO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO BRANCO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO CORRENTE;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO DO SUL;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO DOS ÍNDIOS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO GRANDE;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO PIRES;Suicídio;01/03/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;RIBEIRÃO PRETO;Suicídio;01/03/25;;;;3;2;0;5;;;Estadual;Formulário 1
SP;RIFAINA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RINCÃO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RINÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIO CLARO;Suicídio;01/03/25;;;;0;2;0;2;;;Estadual;Formulário 1
SP;RIO DAS PEDRAS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIO GRANDE DA SERRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIOLÂNDIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIVERSUL;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ROSANA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ROSEIRA;Suicídio;01/03/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;RUBIÁCEA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RUBINÉIA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SABINO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SAGRES;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALES;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALES OLIVEIRA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALESÓPOLIS;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALMOURÃO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALTINHO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALTO;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALTO DE PIRAPORA;Suicídio;01/03/25;;;;0;0;0;0;;;Estadual;Formulário 1
